id;commune_name;commune_name_fr;daira_name;daira_name_fr;wilaya_code;wilaya_name;wilaya_name_fr;code_commune;Lat;Long;surface_km2
1128;الأربعاء;Larbaa;الأزهرية;Lazharia;38;تيسمسيلت;Tissemsilt;3816;35.937222;1.475277;70.23
1129;الأزهرية;Lazharia;الأزهرية;Lazharia;38;تيسمسيلت;Tissemsilt;3804;35.93722222;1.56;121.95
1130;لرجام;Lardjem;لرجام;Lardjem;38;تيسمسيلت;Tissemsilt;3806;35.7495;1.5485;275.75
1131;الملعب;Melaab;لرجام;Lardjem;38;تيسمسيلت;Tissemsilt;3807;35.7495;1.3325;141.41
1132;العيون;Layoune;خميستي;Khemisti;38;تيسمسيلت;Tissemsilt;3810;35.6967;1.99664;431.68
1133;تملاحت;Tamellahet;لرجام;Lardjem;38;تيسمسيلت;Tissemsilt;3819;35.711111;1.631944444;55.61
1134;اليوسفية;Youssoufia;برج الأمير عبد القادر;Bordj Emir Abdelkader;38;تيسمسيلت;Tissemsilt;3814;35.948056;2.112778;98.09
1135;برج الأمير عبد القادر;Bordj El Emir Abdelkader;برج الأمير عبد القادر;Bordj Emir Abdelkader;38;تيسمسيلت;Tissemsilt;3809;35.8652978;2.2674341;206.34
1136;عماري;Ammari;عماري;Ammari;38;تيسمسيلت;Tissemsilt;3813;35.5771;1.6623;141.1
1137;المعاصم;Maacem;عماري;Ammari;38;تيسمسيلت;Tissemsilt;3817;35.659722;1.603611;62.66
1138;برج بونعامة;Bordj Bounaama;برج بونعامة;Bordj Bounaama;38;تيسمسيلت;Tissemsilt;3802;35.8505025;1.6170851;64.29
1139;دوار الماء;Douar El Maa;الطالب العربي;Taleb Larbi;39;الوادي;El Oued;3915;33.372222;7.686111;18417.32
1140;العقلة;El Ogla;الرباح;Robbah;39;الوادي;El Oued;3925;33.246667;6.95;1369.16
1141;المقرن;Magrane;المقرن;Magrane;39;الوادي;El Oued;3918;33.4998054;6.930278;621.73
1142;سيدي عون;Sidi Aoun;المقرن;Magrane;39;الوادي;El Oued;3916;33.54212;6.905;490.75
1143;اميه وانسة;Mih Ouansa;اميه وانسة;Mih Ouensa;39;الوادي;El Oued;3926;33.158611;6.716944;1143.45
1144;كوينين;Kouinine;الوادي;El Oued;39;الوادي;El Oued;3907;33.4037855;6.8264542;113.33
1145;البياضة;Bayadha;البياضة;Bayadha;39;الوادي;El Oued;3904;33.334444;6.8885733;140.39
1146;النخلة;Nakhla;الرباح;Robbah;39;الوادي;El Oued;3905;33.2806326;6.878889;696.85
1147;الرباح;Robbah;الرباح;Robbah;39;الوادي;El Oued;3902;33.281111;6.4166705;509.65
1148;قمار;Guemar;قمار;Guemar;39;الوادي;El Oued;3906;33.5;6.7977914;1249.23
1149;بن قشة;Ben Guecha;الطالب العربي;Taleb Larbi;39;الوادي;El Oued;3919;33.3551532;7.1517;2580.82
1150;ورماس;Ourmes;قمار;Guemar;39;الوادي;El Oued;3920;33.541667;6.416667;426.23
1151;تغزوت;Taghzout;قمار;Guemar;39;الوادي;El Oued;3910;32.966667;6.7978;389.27
1152;الحمراية;Hamraia;الرقيبة;Reguiba;39;الوادي;El Oued;3909;34.110833;6.2305556;2399.18
1153;الرقيبة;Reguiba;الرقيبة;Reguiba;39;الوادي;El Oued;3908;33.56391;6.703;1613.32
1154;الدبيلة;Debila;الدبيلة;Debila;39;الوادي;El Oued;3911;33.51667;6.95;78.37
1155;حساني عبد الكريم;Hassani Abdelkrim;الدبيلة;Debila;39;الوادي;El Oued;3912;33.477222;6.895;58.35
1156;حاسي خليفة;Hassi Khalifa;حاسي خليفة;Hassi Khalifa;39;الوادي;El Oued;3913;33.562222;6.990278;1096.45
1157;الطريفاوي;Trifaoui;حاسي خليفة;Hassi Khalifa;39;الوادي;El Oued;3917;33.42298;6.93452;462.09
1158;الطالب العربي;Taleb Larbi;الطالب العربي;Taleb Larbi;39;الوادي;El Oued;3914;33.7275;7.517222;1088.42
1159;وادي العلندة;Oued El Alenda;اميه وانسة;Mih Ouensa;39;الوادي;El Oued;3903;33.228889;6.757222;715.72
1160;الوادي;El-Oued;الوادي;El Oued;39;الوادي;El Oued;3901;33.36111111;6.8605556;78.53
1161;خيران;Khirane;ششار;Chechar;40;خنشلة;Khenchela;4020;34.6667;6.7593;382.76
1162;بابار;Babar;بابار;Babar;40;خنشلة;Khenchela;4013;35.1691777;7.104722;3550.75
1163;المحمل;El Mahmal;أولاد رشاش;Ouled Rechache;40;خنشلة;Khenchela;4017;35.37381;7.21319;378.09
1164;أولاد رشاش;Ouled Rechache;أولاد رشاش;Ouled Rechache;40;خنشلة;Khenchela;4016;35.3;7.353056;287.67
1165;جلال;Djellal;ششار;Chechar;40;خنشلة;Khenchela;4012;34.91925;6.9;410.28
1166;يابوس;Yabous;بوحمامة;Bouhmama;40;خنشلة;Khenchela;4019;35.405278;6.6418;157.65
1167;خنشلة;Khenchela;خنشلة;Khenchela;40;خنشلة;Khenchela;4001;35.4358;7.1433;31.55
1168;قايس;Kais;قايس;Kais;40;خنشلة;Khenchela;4003;35.4946392;6.924305;58.04
1169;شلية;Chelia;بوحمامة;Bouhmama;40;خنشلة;Khenchela;4021;35.364444;6.63671;152.28
1170;الرميلة;Remila;قايس;Kais;40;خنشلة;Khenchela;4010;35.569444;6.9;243.31
1171;تاوزيانت;Taouzianat;قايس;Kais;40;خنشلة;Khenchela;4007;35.511111;6.3551522;168.85
1172;بغاي;Baghai;الحامة;El Hamma;40;خنشلة;Khenchela;4004;35.521944;7.114444;154.59
1173;الحامة;El Hamma;الحامة;El Hamma;40;خنشلة;Khenchela;4005;35.466667;7.0825;186.33
1174;انسيغة;Ensigha;الحامة;El Hamma;40;خنشلة;Khenchela;4015;35.397222;7.143056;246.14
1175;طامزة;Tamza;الحامة;El Hamma;40;خنشلة;Khenchela;4014;35.31491;7.0;483.7
1176;عين الطويلة;Ain Touila;عين الطويلة;Ain Touila;40;خنشلة;Khenchela;4006;35.443611;7.466667;279.9
1177;متوسة;M'toussa;عين الطويلة;Ain Touila;40;خنشلة;Khenchela;4002;35.599444;7.24497;120.27
1178;بوحمامة;Bouhmama;بوحمامة;Bouhmama;40;خنشلة;Khenchela;4008;35.320278;6.7466351;410.24
1179;الولجة;El Oueldja;ششار;Chechar;40;خنشلة;Khenchela;4009;34.915833;6.680556;350.43
1180;مصارة;M'sara;بوحمامة;Bouhmama;40;خنشلة;Khenchela;4018;35.3216667;7.1433333;585.36
1181;ششار;Chechar;ششار;Chechar;40;خنشلة;Khenchela;4011;35.1583333;7.01667;935.67
1182;سوق أهراس;Souk Ahras;سوق أهراس;Souk Ahras;41;سوق أهراس;Souk Ahras;4101;36.286389;7.950833333;44.54
1183;عين سلطان;Ain Soltane;سدراتة;Sedrata;41;سوق أهراس;Souk Ahras;4118;36.178334;7.369167;109.96
1184;سدراتة;Sedrata;سدراتة;Sedrata;41;سوق أهراس;Souk Ahras;4102;36.129;7.534;181.82
1185;الحنانشة;Hanencha;المشروحة;Mechroha;41;سوق أهراس;Souk Ahras;4103;36.19119;7.887778;205.92
1186;المشروحة;Machroha;المشروحة;Mechroha;41;سوق أهراس;Souk Ahras;4104;36.357222;7.9333333;221.25
1187;عين الزانة;Ain Zana;أولاد إدريس;Ouled Driss;41;سوق أهراس;Souk Ahras;4117;36.400556;8.191111;156.84
1188;أولاد إدريس;Ouled Driss;أولاد إدريس;Ouled Driss;41;سوق أهراس;Souk Ahras;4105;36.35;8.0167;149.34
1189;ترقالت;Terraguelt;أم العظايم;Oum El Adhaim;41;سوق أهراس;Souk Ahras;4125;35.895278;7.854045;218.93
